case_id,ticker,entry_date,outcome_class,forward_return_3yr,alpha_3yr,initial_trajectory,initial_confidence,enriched_trajectory,enriched_confidence,classification_changed,most_impactful_source,key_insight,form4_data_found,form4_summary,customer_conc_found,customer_conc_summary,management_14a_found,management_14a_summary
CASE-HON-2021-12-31-b6588d,HON,2021-12-31,underperform,0.152,-0.079,deteriorating,medium,deteriorating,medium,false,CUSTOMER_CONCENTRATION,Credit and market risk concentration language confirms deteriorating trajectory; 108 Form 4 filings with zero directional buys or sells provide no corrective signal.,true,"108 Form 4 filings in trailing 12 months. Buy signals: 0, Sell signals: 0. Net direction: mixed.",true,"Found 1 customer concentration references. Key excerpts: [1] ""third party IT service providers, could interfere with our operations, interrupt production and shipments, damage customer and business partner relationships, and negatively impact our reputation. 

Concentrations of credit and market risk may adversely affect our results of operations. 

We maintai...""",true,"DEF 14A filed 2021-04-09. No obvious executive changes in compensation section. Excerpt: ""e Board of Directors of the 11 nominees listed in the Proxy Statement 

An advisory vote to approve executive compensation 

Approval of the appointment of Deloitte & Touche LLP as independent accountants for 2021 

If properly raised, one shareowner proposal described on page 89 of the Proxy Statement 

Transact any other business that may properly come before the meeting 

Important Notice of Internet Ava"
CASE-UPS-2015-12-31-77a3f9,UPS,2015-12-31,underperform,0.108,-0.12,stable,medium,deteriorating,medium,true,CUSTOMER_CONCENTRATION,"10-K explicitly warns about loss or reduction in business from significant customers, shifting trajectory from stable to deteriorating given acknowledged revenue concentration risk.",false,No Form 4 filings found in trailing 12 months.,true,"Found 1 customer concentration references. Key excerpts: [1] ""ld also result in competitors providing a wider variety of services and products at competitive prices, which could adversely affect our financial performance. 

Changes in our relationships with our significant customers, including the loss or reduction in business from one or more of them, could h...""",false,No DEF 14A proxy statement found before entry date.
CASE-NEM-2013-01-02-60f999,NEM,2013-01-02,trap,-0.596,-0.994,stable,medium,stable,medium,false,none,"Customer concentration hit is a false positive referring to greenhouse gas concentrations, not revenue dependency; no meaningful enrichment signal.",false,No Form 4 filings found in trailing 12 months.,true,"Found 1 customer concentration references. Key excerpts: [1] ""veloping, laws and regulations related to climate change and greenhouse gas emissions. In December 2009, the EPA issued an endangerment finding under the U.S. Clean Air Act that current and projected concentrations of
certain mixed greenhouse gases, including carbon dioxide, in the atmosphere threat...""",false,No DEF 14A proxy statement found before entry date.
CASE-BBBY-2014-06-15-66e88b,BBBY,2014-06-15,underperform,0,-0.2592,stable,medium,stable,medium,false,none,No enrichment data found; initial stable/medium holds though the eventual underperformance suggests EDGAR data gaps for this period.,false,No Form 4 filings found in trailing 12 months.,false,No customer concentration language found in 10-K text.,false,No DEF 14A proxy statement found before entry date.
CASE-CNX-2016-03-03-aa2fb3,CNX,2016-03-03,underperform,0.2815534455217323,-0.1195,stable,medium,deteriorating,medium,true,INSIDER_TRADING,Net insider selling (2 sells vs 1 buy) in a coal/gas company facing environmental liability and long-term contract risk shifts trajectory from stable to deteriorating.,true,"110 Form 4 filings in trailing 12 months. Buy signals: 1, Sell signals: 2. Net direction: mixed.",true,"Found 3 customer concentration references. Key excerpts: [1] ""aims for the resulting environmental contamination and associated liability, as well as for fines and penalties. 

In West Virginia there are areas where drainage from coal mining operations contains concentrations of selenium that without treatment would result in violations of state water quality ..."" [2] ""conditions, as they may change from time to time, or our cost structure) and long-term contracts may not contribute to our profi",true,"DEF 14A filed 2015-03-25. No obvious executive changes in compensation section. Excerpt: ""ees 

21 

Related Party Policy and Procedures 

27 

Determination of Director Independence 

27 

EXECUTIVE COMPENSATION INFORMATION 

30 

COMPENSATION DISCUSSION AND ANALYSIS 

30 

SUMMARY COMPENSATION TABLE 2014, 2013 AND 2012 

49 

GRANTS OF PLAN-BASED AWARDS 2014 

51 

UNDERSTANDING OUR SUMMARY COMPENSATION AND GRANTS OF PLAN-BASED AWARDS TABLES 

52 

OUTSTANDING EQUITY AWARDS AT FISCAL YEAR-END "
CASE-DUK-2021-12-31-f42750,DUK,2021-12-31,underperform,0.161,-0.07,stable,low,stable,low,false,MANAGEMENT,Executive changes detected in proxy but language describes governance commitment rather than distress-driven turnover; 78 Form 4 filings with no directional signal; confidence stays low.,true,"78 Form 4 filings in trailing 12 months. Buy signals: 0, Sell signals: 0. Net direction: mixed.",false,No customer concentration language found in 10-K text.,true,"DEF 14A filed 2021-03-23. Executive changes detected in compensation section. Excerpt: ""roup of directors who are deeply committed to sound corporate governance, human capital management, executive compensation, and
risk management policies and practices to ensure that Duke Energy operates responsibly and efficiently and achieves long-term sustainable value for our fellow shareholders. The varied perspectives of
this Board allow us to actively oversee the most important issues facing Duke Energy"
CASE-SO-2021-12-31-077bef,SO,2021-12-31,mixed,0.343,0.112,deteriorating,medium,deteriorating,medium,false,CUSTOMER_CONCENTRATION,Wholesale gas services credit concentration in 20 counterparties confirms deteriorating trajectory risk; stable management and mixed insider signals do not offset.,true,"138 Form 4 filings in trailing 12 months. Buy signals: 0, Sell signals: 0. Net direction: mixed.",true,"Found 1 customer concentration references. Key excerpts: [1] ""ages the storage and transportation assets of the natural gas distribution utilities (except Nicor Gas) as well as certain non-affiliated customers. Southern Company Gas' wholesale gas services has a concentration of credit risk in 20 of its counterparties for services it provides. 

The profits ear...""",true,"DEF 14A filed 2021-04-12. No obvious executive changes in compensation section. Excerpt: ""sed included our pandemic response, how the Board oversees our strategy to reduce carbon emissions, executive compensation and human capital management. 

Thank you for the trust you place in us. We are grateful for the opportunity to serve Southern Company on your behalf. 

Dr. Janaki Akella 

Juanita Powell
Baranco 

Jon A. Boscia 

Henry A. Clark III 

Anthony F.
Earley, Jr. 

David J. Grain 

Colette D."
CASE-PEG-2015-12-31-c3f585,PEG,2015-12-31,winner,0.466,0.238,stable,high,stable,high,false,none,14 Form 4 filings with no directional signal; no proxy or concentration data; initial stable/high assessment confirmed by absence of negative enrichment.,true,"14 Form 4 filings in trailing 12 months. Buy signals: 0, Sell signals: 0. Net direction: mixed.",false,No customer concentration language found in 10-K text.,false,No DEF 14A proxy statement found before entry date.
CASE-EW-2021-01-04-0e2c70,EW,2021-01-04,trap,-0.178,-0.449,deteriorating,medium,deteriorating,medium,false,none,101 Form 4 filings with zero directional signal and no executive changes in proxy provide no basis to revise the initial deteriorating/medium assessment.,true,"101 Form 4 filings in trailing 12 months. Buy signals: 0, Sell signals: 0. Net direction: mixed.",false,No customer concentration language found in 10-K text.,true,"DEF 14A filed 2020-03-25. No obvious executive changes in compensation section. Excerpt: ""Director Equity Awards 

23

SECURITY OWNERSHIP OF CERTAIN BENEFICIAL OWNERS
AND MANAGEMENT 

24 

EXECUTIVE COMPENSATION AND OTHER INFORMATION

25 

Executive Officers 

25

Compensation Discussion and Analysis 

27

Executive Summary 

27

Compensation Philosophy and Objectives for NEOs 

31

Compensation Process 

31

Independent Compensation Consultant 

31

Use of Competitive Data 

32

Elements of Com"
CASE-EXPD-2019-01-02-87cd3e,EXPD,2019-01-02,mixed,1.068,0.169,stable,high,stable,medium,true,MANAGEMENT,"Executive compensation restructuring following extensive shareholder dialogue signals management transition uncertainty, downgrading confidence from high to medium.",true,"56 Form 4 filings in trailing 12 months. Buy signals: 0, Sell signals: 0. Net direction: mixed.",false,No customer concentration language found in 10-K text.,true,"DEF 14A filed 2018-03-29. Executive changes detected in compensation section. Excerpt: ""e than 16,500 employees. 

In last year s proxy, we proposed significant enhancements to Expeditors executive compensation programs. Those enhancements were the culmination of extensive, ongoing dialogue with our largest shareholders to align with current best practices, while being particularly careful not to disrupt Expeditors distinctive compensation structure. This structure has been in place since the fo"
CASE-GIS-2021-01-04-509eca,GIS,2021-01-04,underperform,0.24,-0.031,stable,low,stable,low,false,none,Proxy shows standard governance language with no executive changes; 107 mixed Form 4 filings add no signal; initial stable/low unchanged.,true,"107 Form 4 filings in trailing 12 months. Buy signals: 0, Sell signals: 0. Net direction: mixed.",false,No customer concentration language found in 10-K text.,true,"DEF 14A filed 2020-08-10. No obvious executive changes in compensation section. Excerpt: ""reating and preserving sustaining value. 

The Board is Committed to Overseeing Company Culture and Executive Compensation Practices.

People are at the heart of our mission, and the future success of the company will in large part be determined by the talent, skills and culture
of our workforce. I can assure you that the board is actively involved in overseeing the company s efforts to foster a diverse and"
CASE-MPC-2021-12-31-5b5389,MPC,2021-12-31,winner,1.369,1.138,deteriorating,high,improving,high,true,MANAGEMENT,"Multiple noteworthy executive compensation program changes since Jan 2020 signal active management restructuring, shifting trajectory from deteriorating to improving.",true,"70 Form 4 filings in trailing 12 months. Buy signals: 0, Sell signals: 0. Net direction: mixed.",false,No customer concentration language found in 10-K text.,true,"DEF 14A filed 2021-03-15. Executive changes detected in compensation section. Excerpt: ""ainability reporting overseen by 

Sustainability Committee 

iv 

Marathon Petroleum Corporation 

Executive Compensation Highlights 

Recent Compensation Program Actions 

Since January 1, 2020, the Compensation and Organization Development Committee has made a number of noteworthy changes to our executive compensation program. See the discussion of changes to our executive compensation program for 2020 and"
CASE-EIX-2021-12-31-11b5cb,EIX,2021-12-31,mixed,0.321,0.09,stable,high,stable,high,false,MANAGEMENT,Executive compensation changes noted in proxy but focused on climate strategy and governance rather than operational distress; stable trajectory holds.,true,"38 Form 4 filings in trailing 12 months. Buy signals: 0, Sell signals: 0. Net direction: mixed.",false,No customer concentration language found in 10-K text.,true,"DEF 14A filed 2021-03-12. Executive changes detected in compensation section. Excerpt: ""business to be conducted at the Annual Meeting and the Board s role in our corporate governance and executive compensation. We encourage you to read the Proxy Statement and vote your shares promptly, even if you plan to attend the Annual Meeting. For additional meeting or voting information, see page 87 of the Proxy Statement or visit our website at www.edison.com/annualmeeting. 

Addressing Climate Change 

"
CASE-DVN-2019-01-02-a24aa5,DVN,2019-01-02,winner,1.17,0.271,deteriorating,medium,deteriorating,medium,false,none,37 Form 4 filings with no directional signal and standard proxy language provide no basis to revise the initial deteriorating/medium assessment.,true,"37 Form 4 filings in trailing 12 months. Buy signals: 0, Sell signals: 0. Net direction: mixed.",false,No customer concentration language found in 10-K text.,true,"DEF 14A filed 2018-04-25. No obvious executive changes in compensation section. Excerpt: ""2 

Items of Business 

Elect ten directors for a term of one year; 

Approve, in an advisory vote, executive compensation; 

Ratify the appointment of the independent auditors for 2018; 

Consider and vote upon the stockholder proposal set forth in this Proxy
Statement, if presented; and 

Transact such other business as may
properly come before the meeting or any adjournment of the meeting. 

Who Can Vote"
CASE-EFX-2021-01-04-6ee82a,EFX,2021-01-04,underperform,0.267,-0.004,deteriorating,medium,deteriorating,medium,false,none,52 Form 4 filings with no directional buys/sells and standard proxy language provide no corrective signal against initial deteriorating assessment.,true,"52 Form 4 filings in trailing 12 months. Buy signals: 0, Sell signals: 0. Net direction: mixed.",false,No customer concentration language found in 10-K text.,true,"DEF 14A filed 2020-03-27. No obvious executive changes in compensation section. Excerpt: ""Governance 

22 

Proposal 2 

Advisory Vote
to Approve Named Executive Officer Compensation 

31 

Executive Compensation 

33 

Compensation Discussion and Analysis 

33 

Compensation Committee Interlocks and Insider Participation 

56 

Summary Compensation Table 

57 

2019 Grants of Plan-Based Awards 

59 

Outstanding Equity Awards at 2019 Fiscal Year-End 

61 

Option Exercises and Stock Vested in F"
CASE-PPG-2015-12-31-5d8963,PPG,2015-12-31,underperform,0.08,-0.148,stable,high,stable,high,false,none,No enrichment data found across all three EDGAR sources; initial stable/high assessment unchanged.,false,No Form 4 filings found in trailing 12 months.,false,No customer concentration language found in 10-K text.,false,No DEF 14A proxy statement found before entry date.
CASE-PLD-2021-12-31-3fdee8,PLD,2021-12-31,trap,-0.326,-0.557,stable,medium,deteriorating,medium,true,CUSTOMER_CONCENTRATION,Geographic property concentration (30.9% in specific markets) with explicit warning about adverse effects from conditions in concentrated areas shifts trajectory from stable to deteriorating.,true,"91 Form 4 filings in trailing 12 months. Buy signals: 0, Sell signals: 0. Net direction: mixed.",true,"Found 3 customer concentration references. Key excerpts: [1] ""e local, regional, national and international geographies in which we own properties. Our operating performance is further impacted by the economic conditions of the specific markets in which we have concentrations of properties.

At December 31, 2020, 30.9% of our consolidated operating properties ..."" [2] ""e than 10% of our total consolidated investment before depreciation. Our operating performance could be adversely affected if co",true,"DEF 14A filed 2021-03-19. No obvious executive changes in compensation section. Excerpt: ""ntil their successors are duly elected and qualified. 

2. 

Advisory vote to approve the
company s executive compensation for 2020. 

3. 

Ratify the appointment of KPMG
LLP as our independent registered public accounting firm for the year 2021. 

4. 

Consider any other matters that
may properly come before the meeting and at any adjournments or postponements of the meeting. 

Record Date. If you were a h"
CASE-CB-2015-01-02-550416,CB,2015-01-02,mixed,0.329,0.019,stable,high,stable,high,false,CUSTOMER_CONCENTRATION,"Concentration language refers to insured property value concentrations for catastrophe risk, which is standard insurance industry disclosure rather than customer dependency.",false,No Form 4 filings found in trailing 12 months.,true,"Found 1 customer concentration references. Key excerpts: [1] ""he occurrence of
claims from catastrophic events could result in substantial volatility in our results of operations or financial condition for any fiscal quarter or year. Increases in the values and concentrations of insured property may also increase the severity
of these occurrences in the future...""",false,No DEF 14A proxy statement found before entry date.
CASE-EW-2013-01-02-d89c81,EW,2013-01-02,winner,0.714,0.316,deteriorating,medium,deteriorating,medium,false,none,No enrichment data found; initial deteriorating/medium assessment unchanged with no EDGAR signals available for this period.,false,No Form 4 filings found in trailing 12 months.,false,No customer concentration language found in 10-K text.,false,No DEF 14A proxy statement found before entry date.
CASE-CCL-2021-12-31-559759,CCL,2021-12-31,mixed,0.243,0.012,deteriorating,high,deteriorating,high,false,MANAGEMENT,Executive changes detected in proxy during pandemic period confirm ongoing management transition consistent with deteriorating trajectory; high confidence maintained.,true,"29 Form 4 filings in trailing 12 months. Buy signals: 0, Sell signals: 0. Net direction: mixed.",false,No customer concentration language found in 10-K text.,true,"DEF 14A filed 2021-03-11. Executive changes detected in compensation section. Excerpt: ""l Owners and Management 

35

COMPENSATION 

39

PROPOSAL 13 Advisory (Non-Binding) Vote to Approve
Executive Compensation 

39

PROPOSAL 14 Advisory (Non-Binding) Vote to Approve the Carnival plc Directors 
Remuneration Report 

40

Compensation Discussion and Analysis and Carnival plc Directors Remuneration Report
Part I 

40

Report of the Compensation Committees 

63

Compensation Committee Interlocks and"
CASE-UNP-2021-12-31-c71cbf,UNP,2021-12-31,trap,-0.025,-0.256,stable,low,stable,low,false,none,104 Form 4 filings with zero directional signal and standard proxy language (new stock incentive plan is routine) provide no basis to change stable/low assessment.,true,"104 Form 4 filings in trailing 12 months. Buy signals: 0, Sell signals: 0. Net direction: mixed.",false,No customer concentration language found in 10-K text.,true,"DEF 14A filed 2021-03-31. No obvious executive changes in compensation section. Excerpt: ""dit Services
Policy 

39 

Audit Committee Report 

40 

PROPOSAL NUMBER 3 Advisory Vote to Approve
Executive Compensation 

41 

PROPOSAL NUMBER 4 Adoption of the Union
Pacific Corporation 2021 Stock Incentive Plan 

42 

PROPOSAL NUMBER 5 Adoption of the Union
Pacific Corporation 2021 Employee Stock Purchase Plan 

48 

A LETTER FROM OUR COMPENSATION AND BENEFITS
COMMITTEE 

50 

2020 Business Highlights "
CASE-EFX-2017-06-14-70a0d1,EFX,2017-06-14,underperform,0.244,-0.014,deteriorating,medium,deteriorating,high,true,MANAGEMENT,"Executive compensation changes and heavy shareholder engagement on governance with 60% of shareholder base contacted signals significant corporate transition, upgrading confidence from medium to high on deteriorating trajectory.",true,"75 Form 4 filings in trailing 12 months. Buy signals: 0, Sell signals: 0. Net direction: mixed.",false,No customer concentration language found in 10-K text.,true,"DEF 14A filed 2017-03-24. Executive changes detected in compensation section. Excerpt: ""nvestors have provided us with valuable feedback on our Board composition, corporate governance and executive
compensation practices over the past year. During the past year, senior management connected with approximately 60% of our shareholder
base, including the majority of our top 50 shareholders. Below are just a few of the areas we focused on as part of our commitment
to our Company and our shareholders."
CASE-ISRG-2021-12-31-9d2ad6,ISRG,2021-12-31,winner,0.458,0.227,deteriorating,high,deteriorating,high,false,none,64 Form 4 filings with no directional signal and no executive changes in proxy provide no basis to revise the initial deteriorating/high assessment.,true,"64 Form 4 filings in trailing 12 months. Buy signals: 0, Sell signals: 0. Net direction: mixed.",false,No customer concentration language found in 10-K text.,true,"DEF 14A filed 2021-08-19. No obvious executive changes in compensation section. Excerpt: ""f more than five percent of our common stock (ii) each of our Named Executive Officers named in the Compensation Discussion and Analysis section of our definitive proxy statement on Schedule 14A for our 2021 Annual Meeting of Stockholders filed with the SEC on March 10, 2021 (iii) each of our directors and (iv) all executive officers and directors as a group. 

Beneficial ownership is determined in accordan"
CASE-NTAP-2021-12-31-411499,NTAP,2021-12-31,mixed,0.358,0.127,stable,medium,stable,medium,false,CUSTOMER_CONCENTRATION,"Customer concentration reference relates to past go-to-market issues already resolved; 41 Form 4 filings show no directional insider signal, leaving stable/medium unchanged.",true,"41 Form 4 filings in trailing 12 months. Buy signals: 0, Sell signals: 0. Net direction: mixed.",true,"Found 1 customer concentration references. Key excerpts: [1] ""iscal 2021 compared to fiscal 2020. During fiscal 2020, Americas revenues were negatively impacted by general macroeconomic conditions in the region and go-to-market execution issues with some of our largest customer accounts in the first quarter of fiscal 2020, which was reflected in the geographic...""",true,"DEF 14A filed 2021-07-30. No obvious executive changes in compensation section. Excerpt: ""e and Voting Roadmap 

Proposal 2 

Advisory Vote to Approve Named Executive Officer Compensation 

Executive Compensation Objectives 

The Board believes that executive compensation is a meaningful tool to communicate, align and reinforce business priorities that support our stockholders interests. We also believe it is an important element in the attraction, retention and recognition of our leadership and"
CASE-ROST-2013-01-02-d90e7d,ROST,2013-01-02,winner,1.038,0.64,stable,high,stable,high,false,CUSTOMER_CONCENTRATION,"Customer concentration reference is geographic (California store density), not revenue dependency; no insider or management data available to alter high-confidence stable trajectory.",false,No Form 4 filings found in trailing 12 months.,true,"Found 1 customer concentration references. Key excerpts: [1] ""fective manner.

A change in the availability, quality, or cost of
new store real estate locations.

A downturn in the economy or a natural disaster in
California or in another region where we have a concentration of stores or a
distribution center. Our corporate headquarters, Los Angeles buying off...""",false,No DEF 14A proxy statement found before entry date.
CASE-CHRW-2013-01-02-fc803a,CHRW,2013-01-02,underperform,0.055,-0.343,stable,high,stable,medium,true,CUSTOMER_CONCENTRATION,"Customer concentration references flag risks of losing significant acquired-company customers and fraud exposure, warranting a confidence downgrade from high to medium for this asset-light intermediary.",false,No Form 4 filings found in trailing 12 months.,true,"Found 2 customer concentration references. Key excerpts: [1] ""egrating its businesses, products, services, technologies, and personnel into our operations. Acquired companies or
operations may have unexpected liabilities, and we may face challenges in retaining significant customers of acquired companies. These difficulties could disrupt our ongoing business, ..."" [2] ""for advances or payment can occur. A significant increase in fraudulent activity could adversely affect our results. 

We derive",false,No DEF 14A proxy statement found before entry date.
CASE-VFC-2021-12-31-54ec14,VFC,2021-12-31,trap,-0.668,-0.899,deteriorating,high,deteriorating,high,false,CUSTOMER_CONCENTRATION,Enrichment confirms deteriorating trajectory; customer concentration risk around major customers aligns with goodwill impairment concerns already embedded in the high-confidence deteriorating call.,true,"55 Form 4 filings in trailing 12 months. Buy signals: 0, Sell signals: 0. Net direction: mixed.",true,"Found 1 customer concentration references. Key excerpts: [1] ""ure years vary from current assumptions (including changes in discount rates), (iii) business conditions or strategies for a specific reporting unit change from current assumptions, including loss of major customers, (iv) investors require higher rates of return on equity investments in the marketpl...""",true,"DEF 14A filed 2021-06-11. No obvious executive changes in compensation section. Excerpt: ""f Directors 

13 

Board Committees and Their Responsibilities 

14 

Directors Compensation 

18 

EXECUTIVE COMPENSATION 

20 

Compensation Discussion and Analysis 

20 

Compensation Committee Report 

39 

Summary Compensation Table 

40 

2021 Grants of Plan-Based Awards 

42 

Outstanding Equity Awards at Fiscal Year-End 2021 

43 

2021 Option Exercises and Stock Vested 

44 

2021 Pension Benefits "
CASE-SLB-2013-01-02-457853,SLB,2013-01-02,underperform,0.034,-0.364,stable,low,stable,low,false,none,"No enrichment data found across all three EDGAR sources, providing no basis to change the low-confidence stable assessment.",false,No Form 4 filings found in trailing 12 months.,false,No customer concentration language found in 10-K text.,false,No DEF 14A proxy statement found before entry date.
CASE-RCL-2019-01-02-e8fa2e,RCL,2019-01-02,trap,-0.186,-1.085,stable,high,stable,high,false,INSIDER_TRADING,65 Form 4 filings with no directional buy/sell signal and routine proxy filings provide no evidence to alter the stable/high assessment despite the eventual trap outcome.,true,"65 Form 4 filings in trailing 12 months. Buy signals: 0, Sell signals: 0. Net direction: mixed.",false,No customer concentration language found in 10-K text.,true,"DEF 14A filed 2018-04-23. No obvious executive changes in compensation section. Excerpt: ""eneral

Information"" for details. 

Meeting Agenda 

&middot; 

Elect directors 
&middot; 

Approve executive compensation 
&middot; 

Ratify Pricewaterhouse Coopers LLP as our independent auditor 
&middot; 

Other business that may properly come before the meeting 

Voting Matters and Vote Recommendation 

Page for

More

Information 

Board Vote Recommendation 

Election of twelve directors 

20 

FOR 

V"
CASE-FIS-2019-01-02-c21493,FIS,2019-01-02,underperform,0.113,-0.786,stable,high,stable,high,false,INSIDER_TRADING,77 Form 4 filings show no directional signal; proxy and no customer concentration data leave the stable/high trajectory unchanged.,true,"77 Form 4 filings in trailing 12 months. Buy signals: 0, Sell signals: 0. Net direction: mixed.",false,No customer concentration language found in 10-K text.,true,"DEF 14A filed 2018-04-20. No obvious executive changes in compensation section. Excerpt: ""Asked Questions

5 

Proposal No. 
1: Election of Directors 

9 

Proposal No. 
2: Advisory Vote on Executive Compensation 

16 

Proposal No. 
3: Ratification of Independent Registered Public Accounting Firm 

18 

Proposal No. 
4: Amendment and Restatement of the 2008 Omnibus Incentive Plan 

20 

Security Ownership of Certain
Beneficial Owners, Directors and Executive Officers 

31 

Certain Information "
CASE-AES-2015-12-31-01124a,AES,2015-12-31,winner,0.677,0.449,stable,medium,stable,medium,false,CUSTOMER_CONCENTRATION,Customer concentration risk is at the subsidiary level with non-recourse debt structures limiting parent exposure; enrichment data confirms but does not alter stable/medium assessment.,true,"27 Form 4 filings in trailing 12 months. Buy signals: 0, Sell signals: 0. Net direction: mixed.",true,"Found 1 customer concentration references. Key excerpts: [1] ""t subsidiary is unable to obtain additional non-recourse debt, such subsidiary may become insolvent, and we may lose our investment in that subsidiary. Additionally, if any of our subsidiaries lose a significant customer, the subsidiary may need to withdraw from a project or restructure the non-reco...""",true,"DEF 14A filed 2015-03-09. No obvious executive changes in compensation section. Excerpt: ""t auditors of the Company for the year 2015; 

5. 

To approve, on an advisory basis, the Company s executive compensation; 

6. 

To approve, on an advisory basis, the Company s nonbinding proposal to allow Stockholders to request special meetings of Stockholders; 

7. 

To approve, on an advisory basis, the Company s nonbinding proposal to provide proxy access for Stockholder-nominated director candidates"
CASE-DVA-2019-01-02-e620c7,DVA,2019-01-02,winner,1.199,0.3,stable,medium,stable,medium,false,CUSTOMER_CONCENTRATION,"Geographic concentration in existing regions is a known structural feature of the dialysis business model, not a new risk signal; insider and proxy data are uninformative.",true,"70 Form 4 filings in trailing 12 months. Buy signals: 0, Sell signals: 0. Net direction: mixed.",true,"Found 1 customer concentration references. Key excerpts: [1] ""er to as the Existing Geographic Regions). As a result, DMG s exposure to many of the risks described herein is not mitigated by a greater diversification of geographic focus. Furthermore, due to the concentration of DMG s operations in the Existing Geographic Regions, it may be adversely affected b...""",true,"DEF 14A filed 2018-04-27. No obvious executive changes in compensation section. Excerpt: ""37 

Compensation Discussion and Analysis Information 

38 

Compensation Committee Report 

63 

Executive Compensation 

64 

2017 Summary Compensation Table 

64 

2017 Grants of Plan-Based Awards Table 

65 

2017 Outstanding Equity Awards at Fiscal Year-End Table 

66 

2017 Option Exercises and Stock Vested Table 

68 

No Pension Benefits 

68 

Nonqualified Deferred Compensation 

68 

2017 Nonquali"
CASE-PSA-2019-01-02-5d2aae,PSA,2019-01-02,winner,1.123,0.224,stable,high,stable,high,false,MANAGEMENT,"Executive changes detected in proxy relate to trustee governance amendments, not operational leadership turnover; REIT ownership concentration reference is regulatory boilerplate.",true,"33 Form 4 filings in trailing 12 months. Buy signals: 0, Sell signals: 0. Net direction: mixed.",true,"Found 1 customer concentration references. Key excerpts: [1] ""t to subject the Company to these provisions of Maryland law, but it could choose to do so in the future without shareholder approval. 

&#xB7; 

To protect against the loss of our REIT status due to concentration of ownership levels, our declaration of trust generally limits the ability of a person...""",true,"DEF 14A filed 2018-03-16. Executive changes detected in compensation section. Excerpt: ""To elect nine trustees to our board of trustees; 

2.

To vote on an advisory resolution to approve executive compensation; 

3.

To vote on amending the company s Amended and Restated Declaration of Trust to allow shareholders to amend the company s bylaws; 

4.

To ratify the appointment of Ernst & Young LLP as the independent registered public accounting firm for 2018; and 

5.

To transact such other busi"
CASE-FIS-2017-06-14-440933,FIS,2017-06-14,winner,0.66,0.402,stable,high,stable,high,false,INSIDER_TRADING,29 Form 4 filings with no directional signal and routine proxy provide no basis to alter the stable/high trajectory for this earlier FIS entry point.,true,"29 Form 4 filings in trailing 12 months. Buy signals: 0, Sell signals: 0. Net direction: mixed.",false,No customer concentration language found in 10-K text.,true,"DEF 14A filed 2017-04-21. No obvious executive changes in compensation section. Excerpt: ""ndent registered public accounting firm
for 2017; and 

4 

to vote whether to present the advisory executive compensation vote every one, two or three years. 

The Board of Directors set April 3, 2017 as the record date for the meeting. This means that owners of
Fidelity National Information Services, Inc. common stock at the close of business on that date are entitled to: 

receive notice of the meeting; "
CASE-AVY-2021-01-04-3079ee,AVY,2021-01-04,mixed,0.357,0.086,stable,high,stable,medium,true,CUSTOMER_CONCENTRATION,"Explicit disclosure of increasing industry concentration reducing number of significant customers in Office and Consumer Products business, combined with executive compensation changes, warrants downgrade from high to medium confidence.",true,"30 Form 4 filings in trailing 12 months. Buy signals: 0, Sell signals: 0. Net direction: mixed.",true,"Found 2 customer concentration references. Key excerpts: [1] ""s of operations and financial condition. 

Our customer base is diversified, but in certain portions of our business, industry concentration has increased the importance, and decreased the number, of significant customers. 

Sales of our Office and Consumer Products business in the United States are..."" [2] ""customer 

7 

Table of Contents 

experiencing financial difficulty. If these developments occur, our inability to shift sales ",true,"DEF 14A filed 2020-03-06. Executive changes detected in compensation section. Excerpt: ""10 directors nominated by our Board to serve a one-year term; 

Approve, on an advisory basis, our executive compensation; 

Ratify the appointment of PricewaterhouseCoopers LLP as our independent registered public accounting firm for fiscal year 2020; and 

Transact any other business properly brought before the meeting or any adjournment or postponement thereof. 

Our Board recommends that you vote FOR each"
CASE-INTU-2015-12-31-a73aae,INTU,2015-12-31,winner,1.08,0.852,stable,high,stable,high,false,CUSTOMER_CONCENTRATION,"Customer concentration reference relates to a discontinued Intuit Health subsidiary from 2013, not core TurboTax/QuickBooks operations; no material signal for the 2015 entry.",false,No Form 4 filings found in trailing 12 months.,true,"Found 1 customer concentration references. Key excerpts: [1] ""in the third quarter of fiscal 2015 to discontinued operations based on the relative fair values of Quicken and the remaining components of our Consumer Ecosystem reporting unit. 

In March 2013 the largest customer for our Intuit Health business acquired a company that offered similar solutions and...""",false,No DEF 14A proxy statement found before entry date.
CASE-DXC-2021-12-31-16d7ea,DXC,2021-12-31,trap,-0.386,-0.617,deteriorating,medium,deteriorating,high,true,MANAGEMENT,Executive compensation changes detected in proxy combined with high Form 4 filing activity at a company already on a deteriorating trajectory raises confidence from medium to high that the deterioration is structural.,true,"44 Form 4 filings in trailing 12 months. Buy signals: 0, Sell signals: 0. Net direction: mixed.",false,No customer concentration language found in 10-K text.,true,"DEF 14A filed 2021-07-06. Executive changes detected in compensation section. Excerpt: ""oxy statement. As discussed in the CD&A, we are committed to a pay for performance culture, and our executive
compensation program is grounded in a philosophy aimed at achieving strong alignment between the Company s financial and strategic goals and our stockholders interests. 

iii 

Table of Contents 

Table of
Contents

Table of Contents 

A. PROPOSALS 

1

Proposal 1: Election of Directors 

1

Proposal "
